bsib,1000,34524825,4000,4000,3,3,1,1,1,0,5,0.001,104428565,85167,5153,0.0451067,0.955556,1,0.39665,0.963893,0.207437,0.813397
psib,1000,34524825,4000,4000,3,3,1,1,1,0,5,0.000976563,303564638,31128,895,0.00334667,0.955556,1,0.0260233,0.966709,0.03308,0.80839
psip,1000,34524825,4000,4000,3,3,1,1,1,0,5,0.000976563,23378581,27300,2099,0.00328,0.985,1,0.0244133,0.974893,0.0117133,0.86871
bsib,1000,33652567,4000,4000,3,3,1,1,1,0,10,0.001,64282598,69034,3707,0.0285933,0.991667,1,0.248533,0.974978,0.129903,0.734338
psib,1000,33652567,4000,4000,3,3,1,1,1,0,10,0.000976563,154017146,26965,488,0.00325,0.978571,1,0.02463,0.965169,0.0319567,0.747203
psip,1000,33652567,4000,4000,3,3,1,1,1,0,10,0.000976563,23374614,27178,2159,0.00324,0.969444,1,0.0238367,0.978194,0.0118867,0.816979
bsib,1000,38061639,4000,4000,3,3,1,1,1,0,15,0.001,49856729,59344,3260,0.0224667,1,1,0.188637,0.956893,0.09646,0.650762
psib,1000,38061639,4000,4000,3,3,1,1,1,0,15,0.000976563,104226826,26224,400,0.00316667,0.975794,1,0.0240133,0.953337,0.03188,0.654554
psip,1000,38061639,4000,4000,3,3,1,1,1,0,15,0.000976563,23366308,27062,2143,0.00327,0.987778,1,0.0239567,0.983337,0.0118567,0.769173
bsib,1000,33353896,4000,4000,3,3,1,1,1,0,20,0.001,43299090,54698,2975,0.0193233,0.983333,1,0.162473,0.945985,0.0834633,0.61271
psib,1000,33353896,4000,4000,3,3,1,1,1,0,20,0.000976563,79319286,25844,413,0.00325667,0.983333,1,0.0237667,0.940583,0.0308467,0.617927
psip,1000,33353896,4000,4000,3,3,1,1,1,0,20,0.000976563,23373845,26829,2149,0.00329333,1,1,0.0238433,0.98296,0.0118067,0.733565
bsib,1000,29593090,4000,4000,3,3,1,1,1,0,25,0.001,38433000,51542,2700,0.01613,0.983333,1,0.135803,0.939508,0.07179,0.579446
psib,1000,29593090,4000,4000,3,3,1,1,1,0,25,0.000976563,64371979,23823,332,0.00313333,0.966667,1,0.02325,0.929567,0.0302167,0.574918
psip,1000,29593090,4000,4000,3,3,1,1,1,0,25,0.000976563,23372874,25684,2043,0.00317,0.983081,1,0.0234933,0.977251,0.0114967,0.665397
bsib,1000,33771775,4000,4000,3,3,1,1,1,0,30,0.001,35585794,49744,2614,0.0145867,0.977778,1,0.122213,0.933339,0.0664167,0.495486
psib,1000,33771775,4000,4000,3,3,1,1,1,0,30,0.000976563,54660900,24679,359,0.00318333,0.988889,1,0.02302,0.926742,0.0303033,0.510772
psip,1000,33771775,4000,4000,3,3,1,1,1,0,30,0.000976563,23371745,26919,2062,0.00322,0.922222,1,0.0233433,0.947208,0.01165,0.61272
bsib,1000,34534240,4000,4000,3,3,1,1,1,0,35,0.001,33414748,49327,2424,0.01372,0.941667,1,0.11515,0.903569,0.06293,0.494929
psib,1000,34534240,4000,4000,3,3,1,1,1,0,35,0.000976563,47597823,24338,307,0.00311333,1,1,0.0230267,0.927116,0.0300133,0.503143
psip,1000,34534240,4000,4000,3,3,1,1,1,0,35,0.000976563,23376080,26715,2047,0.00322667,0.988889,1,0.0233833,0.981989,0.0116833,0.612944
bsib,1000,35926894,4000,4000,3,3,1,1,1,0,40,0.001,31587297,57920,2834,0.0126567,0.991667,1,0.10544,0.918851,0.07436,0.420566
psib,1000,35926894,4000,4000,3,3,1,1,1,0,40,0.000976563,41945893,24907,325,0.00314667,0.958333,1,0.02296,0.914192,0.0300633,0.424434
psip,1000,35926894,4000,4000,3,3,1,1,1,0,40,0.000976563,23367294,26522,2679,0.00318667,0.956667,1,0.02345,0.964663,0.01157,0.537829
bsib,1000,32990321,4000,4000,3,3,1,1,1,0,45,0.001,29840230,47409,2276,0.0113967,0.963889,1,0.0947967,0.923101,0.0556833,0.417735
psib,1000,32990321,4000,4000,3,3,1,1,1,0,45,0.000976563,37865578,24398,292,0.00320333,0.983333,1,0.02307,0.918755,0.0300667,0.419102
psip,1000,32990321,4000,4000,3,3,1,1,1,0,45,0.000976563,23372528,26542,2052,0.00325333,0.975,1,0.0234667,0.982032,0.01174,0.515972
bsib,1000,34875516,4000,4000,3,3,1,1,1,0,50,0.001,28699169,45800,2204,0.0106833,0.986905,1,0.0879633,0.905837,0.0531033,0.394027
psib,1000,34875516,4000,4000,3,3,1,1,1,0,50,0.000976563,34500439,24426,285,0.00314,0.990476,1,0.02278,0.896511,0.02996,0.40562
psip,1000,34875516,4000,4000,3,3,1,1,1,0,50,0.000976563,23371282,26051,2038,0.0032,1,1,0.02338,0.979505,0.01153,0.491798
bsib,1000,36678772,4000,4000,3,3,1,1,1,0,55,0.001,27775242,45283,2142,0.01047,0.970139,1,0.08525,0.903978,0.0520667,0.366696
psib,1000,36678772,4000,4000,3,3,1,1,1,0,55,0.000976563,31920600,23814,281,0.00319333,0.993333,1,0.0228067,0.905429,0.0299533,0.373878
psip,1000,36678772,4000,4000,3,3,1,1,1,0,55,0.000976563,23378592,26362,2070,0.00326667,0.971111,1,0.0233933,0.965853,0.0119767,0.495471
bsib,1000,30266610,4000,4000,3,3,1,1,1,0,60,0.001,26947554,44155,2140,0.01017,0.986905,1,0.0817,0.91307,0.0510033,0.350612
psib,1000,30266610,4000,4000,3,3,1,1,1,0,60,0.000976563,29664071,23894,292,0.00325667,0.994444,1,0.0234067,0.905837,0.03001,0.366085
psip,1000,30266610,4000,4000,3,3,1,1,1,0,60,0.000976563,23374577,25787,2068,0.00332333,0.975,1,0.02353,0.976008,0.0114967,0.462725
bsib,1000,30707777,4000,4000,3,3,1,1,1,0,65,0.001,26223685,44296,2080,0.00955333,0.966667,1,0.0788667,0.874888,0.0505133,0.352665
psib,1000,30707777,4000,4000,3,3,1,1,1,0,65,0.000976563,27793668,23823,276,0.00318667,0.991667,1,0.02322,0.87428,0.02991,0.350995
psip,1000,30707777,4000,4000,3,3,1,1,1,0,65,0.000976563,23374502,25974,2067,0.00321667,0.964444,1,0.0235667,0.950684,0.01168,0.44681
bsib,1000,33245676,4000,4000,3,3,1,1,1,0,70,0.001,25617630,43597,2051,0.00924,0.955238,1,0.07595,0.896585,0.04905,0.338893
psib,1000,33245676,4000,4000,3,3,1,1,1,0,70,0.000976563,26317820,23442,272,0.00309667,0.955952,1,0.02289,0.887897,0.03014,0.339379
psip,1000,33245676,4000,4000,3,3,1,1,1,0,70,0.000976563,23379239,26727,2046,0.00315,1,1,0.02355,0.976396,0.0116167,0.446409
bsib,1000,36248730,4000,4000,3,3,1,1,1,0,75,0.001,25003972,44395,2052,0.00927,0.981481,1,0.07381,0.88357,0.0482533,0.338094
psib,1000,36248730,4000,4000,3,3,1,1,1,0,75,0.000976563,24793600,23944,270,0.00325,0.988889,1,0.0235467,0.879509,0.0299667,0.33496
psip,1000,36248730,4000,4000,3,3,1,1,1,0,75,0.000976563,23370069,27102,2094,0.00319667,0.97746,1,0.02354,0.954755,0.0115867,0.43148
bsib,1000,35156722,4000,4000,3,3,1,1,1,0,80,0.001,24395040,43483,2005,0.00874333,0.985,1,0.0705867,0.859007,0.0472033,0.325076
psib,1000,35156722,4000,4000,3,3,1,1,1,0,80,0.000976563,23326938,24096,269,0.00322333,0.986667,1,0.0228933,0.864898,0.0297667,0.324683
