psim,250,8236598,4000,4000,2,2,1,1,1,0,250,0.000976563,3278019,15256,62,-1,-1,-1,-1,-1,0.0108,0.662921
psim,250,8224828,4000,4000,2,2,1,1,1,0,250,0.000976563,5219408,21153,78,-1,-1,-1,-1,-1,0.0084,0.67113
psim,250,8290241,4000,4000,2,2,1,1,1,0,250,0.000976563,6881916,27066,78,-1,-1,-1,-1,-1,0.0072,0.667552
psim,250,8272189,4000,4000,2,2,1,1,1,0,250,0.000976563,9113671,33040,78,-1,-1,-1,-1,-1,0.0084,0.69479
psim,250,8212099,4000,4000,2,2,1,1,1,0,250,0.000976563,10826035,38454,62,-1,-1,-1,-1,-1,0.0108,0.713219
psim,250,8228458,4000,4000,2,2,1,1,1,0,250,0.000976563,12506664,44116,78,-1,-1,-1,-1,-1,0.0084,0.698676
psim,250,8222012,4000,4000,2,2,1,1,1,0,250,0.000976563,14154610,50481,93,-1,-1,-1,-1,-1,0.0096,0.715702
psim,250,8220115,4000,4000,2,2,1,1,1,0,250,0.000976563,16812902,55832,93,-1,-1,-1,-1,-1,0.0084,0.705676
psim,250,8236056,4000,4000,2,2,1,1,1,0,250,0.000976563,18513444,61323,93,-1,-1,-1,-1,-1,0.0096,0.688866
psim,250,8188241,4000,4000,2,2,1,1,1,0,250,0.000976563,20171891,67906,93,-1,-1,-1,-1,-1,0.0096,0.671645
psim,250,8281189,4000,4000,2,2,1,1,1,0,250,0.000976563,21813936,73335,78,-1,-1,-1,-1,-1,0.0108,0.684736
psim,250,8292265,4000,4000,2,2,1,1,1,0,250,0.000976563,23418481,78499,93,-1,-1,-1,-1,-1,0.0096,0.718271
psim,250,8299206,4000,4000,2,2,1,1,1,0,250,0.000976563,24990421,84286,93,-1,-1,-1,-1,-1,0.0096,0.663054
psim,250,8151332,4000,4000,2,2,1,1,1,0,250,0.000976563,26532582,89450,93,-1,-1,-1,-1,-1,0.0096,0.739243
